data,link
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fguitar%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fguitar%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign-language%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign-language%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fphilosophy%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fphilosophy%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffashion-design%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffashion-design%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmaking-architecture%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmaking-architecture%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmusic-theory%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmusic-theory%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbig-history%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fbig-history%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fguitar%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fguitar%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign-language%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign-language%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-market-analytics%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-market-analytics%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcontent-marketing%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcontent-marketing%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffamily-planning%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffamily-planning%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcompany-future-management%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcompany-future-management%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsocial-innovation%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsocial-innovation%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcommunication-strategies-virtual-age%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcommunication-strategies-virtual-age%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsuccess%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsuccess%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fteamwork-skills-effective-communication%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fteamwork-skills-effective-communication%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-business-society%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-business-society%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-market-analytics%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-market-analytics%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcontent-marketing%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcontent-marketing%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffamily-planning%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ffamily-planning%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcompany-future-management%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcompany-future-management%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsocial-innovation%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsocial-innovation%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcommunication-strategies-virtual-age%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcommunication-strategies-virtual-age%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fdesign%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsuccess%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fsuccess%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fteamwork-skills-effective-communication%3Fedocomorp%3Dcareer-development-free>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fteamwork-skills-effective-communication%3Fedocomorp%3Dcareer-development-free
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-business-society%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fuva-darden-business-society%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fprobability-statistics%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fprobability-statistics%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fprobability-statistics%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fprobability-statistics%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmatlab%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmatlab%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fc-plus-plus-a%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fc-plus-plus-a%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomputer-vision-basics%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomputer-vision-basics%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-programming%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-programming%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fandroid-app%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fandroid-app%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part1%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part1%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part2%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part2%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fanalysis-of-algorithms%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fanalysis-of-algorithms%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcs-algorithms-theory-machines%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcs-algorithms-theory-machines%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcs-programming-java%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcs-programming-java%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fiiot-google-cloud-platform%3Fedocomorp%3Dcloud-technology-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fiiot-google-cloud-platform%3Fedocomorp%3Dcloud-technology-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fgcp-fundamentals-aws%3Fedocomorp%3Dcloud-technology-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fgcp-fundamentals-aws%3Fedocomorp%3Dcloud-technology-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftcpip%3Fedocomorp%3Dcloud-technology-free-courses>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Ftcpip%3Fedocomorp%3Dcloud-technology-free-courses
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmatlab%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fmatlab%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fc-plus-plus-a%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fc-plus-plus-a%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomputer-vision-basics%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fcomputer-vision-basics%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-programming%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fintro-programming%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fandroid-app%3Fedocomorp%3Dfree-courses-college-students>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Fandroid-app%3Fedocomorp%3Dfree-courses-college-students
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part1%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part1%3Fedocomorp%3Dfree-courses-high-school
<GET https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part2%3Fedocomorp%3Dfree-courses-high-school>,https://click.linksynergy.com/deeplink?id=EHFxW6yx8Uo&mid=40328&murl=https%3A%2F%2Fwww.coursera.org%2Flearn%2Falgorithms-part2%3Fedocomorp%3Dfree-courses-high-school
